,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape,verify_point_x,verify_point_y,verify_address
172,7216.0,义乌市稠江中心幼儿园,义乌市稠江街道松门里社区枫华路100号,120.040505,29.303252,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000C89448A297025E4050724EECA14D3D40,120.04051,29.30328,金华市义乌市枫华路100义乌市稠江中心幼儿园
173,7280.0,宁波市尹江岸小学,宁波市海曙区甬水桥路65号,121.5342035,29.85756554,宁波市,海曙区,南门街道,小学,330203.0,初等教育,,01010000208A110000D8DAC86330625E40F04B3B6A89DB3D40,121.53421,29.85757,宁波市海曙区三市路201临尹江岸小学
174,7298.0,德清县新市镇第一幼儿园,浙江省湖州市德清县新市镇南昌社区居委会,120.2894531,30.61630656,湖州市,德清县,新市镇,幼儿园,330521.0,学前教育,,01010000208A110000D8E6246686125E40A0EB3E44C69D3E40,120.28946,30.61626,湖州市德清县德清县新市镇第一幼儿园
175,7340.0,杭州市余杭区良福幼儿园,杭州市余杭区乔司街道良熟村,120.277642,30.384199,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A110000C07FF3E2C4115E40F0279CDD5A623E40,120.277628,30.384221,杭州市临平区良熟村村委旁良福幼儿园
176,7420.0,义乌市江东街道嘉鸿幼儿园,江东二小区嘉鸿路200号,120.091563,29.308938,金华市,义乌市,江东街道,幼儿园,330212.0,学前教育,,01010000208A11000080A10E2BDC055E40E07D8E8F164F3D40,120.0914,29.30908,金华市义乌市嘉鸿路200号嘉鸿幼儿园
177,7473.0,义乌市前洪小学,义乌市北苑街道前洪村前洪小学,120.0188645,29.32725138,金华市,义乌市,北苑街道,小学,330782.0,初等教育,,01010000208A110000C8839C1335015E40C0AB16BFC6533D40,120.01887,29.32725,金华市义乌市北苑街道前洪村前洪小学
178,7490.0,义乌市城西街道益公山幼儿园,义乌市城西街道益公山西区9幢,119.979597,29.294116,金华市,义乌市,城西街道,幼儿园,,学前教育,,01010000208A110000A0909DB7B1FE5D40F03AA92F4B4B3D40,119.97957,29.29421,金华市义乌市益公山西区5幢益公山幼儿园
179,7569.0,义乌市稠江街道启苗幼儿园,义乌市稠江街道宏迪路20号,120.058191,29.302318,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000F87ABE66B9035E4000FE62B6644D3D40,120.0581,29.30214,金华市义乌市宏迪路20启苗幼儿园东门
180,7600.0,义乌市北苑街道小红花幼儿园,浙江省金华市义乌市北苑街道柳青一区11幢,120.043852,29.344402,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000050779E78CE025E4050ADBEBA2A583D40,120.0437,29.34446,金华市义乌市小红花幼儿园
181,7624.0,义乌市江湾小学,义乌市富港大道F501号,120.022995,29.265234,金华市,义乌市,稠江街道,小学,330782.0,初等教育,,01010000208A110000303E05C078015E4090C91B60E6433D40,120.0229,29.26532,金华市义乌市江湾小学
182,7631.0,义乌市东河小学,浙江省义乌市城西街道东河工商街61号,119.986635,29.311625,金华市,义乌市,城西街道,小学,330782.0,初等教育,,01010000208A110000B085200725FF5D40B09DEFA7C64F3D40,119.9866,29.31135,金华市义乌市城西街道东河工商街2号正西方向78米东河小学
183,7695.0,义乌市北苑贝斯特幼儿园,浙江省金华市义乌市北苑街道季宅村委会,120.025474,29.312409,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A1100008039B35DA1015E40E0F94509FA4F3D40,120.025451,29.312195,金华市义乌市季宅二区45幢贝斯特幼儿园
184,7717.0,杭州市余杭区乔司永西幼儿园,杭州市余杭区乔司街道永西村,120.267692,30.366638,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A110000A859A0DD21115E409078EBFCDB5D3E40,120.26758,30.36646,杭州市临平区永西幼儿园
185,7734.0,宁波市海曙区古林镇布政小学,浙江省宁波市海曙区古林镇张家潭村1号,121.472815,29.843483,宁波市,海曙区,古林镇,小学,330203.0,初等教育,,01010000208A110000B883D899425E5E4060BB7B80EED73D40,121.47293,29.84329,宁波市海曙区古林镇布政小学斜对面忆家香餐馆
186,7808.0,杭州市余杭区东塘中心小学,余杭区仁和街道学德路5号,120.110724,30.455283,杭州市,余杭区,仁和街道,小学,330110.0,初等教育,,01010000208A11000078B81D1A16075E40C06C3B6D8D743E40,120.11069,30.45527,杭州市余杭区学德路5号东塘中心小学
187,7831.0,义乌市稠江街道大水畈幼儿园,义乌市稠江街道大水畈一区7幢,120.041782,29.302989,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000F0E3688EAC025E40400CE6AF904D3D40,120.04187,29.30309,金华市义乌市大水畈村7幢稠江街道大水畈幼儿园
188,7847.0,义乌市福田尚经幼儿园,义乌市福田尚经工业区尚经信用社对面,120.133363,29.365833,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000C8DFF60489085E4030CC423BA75D3D40,120.13333,29.36591,金华市义乌市稠城街道下骆宅尚经村正北方向78米尚经幼儿园
189,7952.0,义乌市江东街道东苑幼儿园,浙江省义乌市江东街道南下朱D区2栋,120.124678,29.31868,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000F8216FB9FA075E40A0E3310395513D40,120.12467,29.31872,金华市义乌市下朱D区2幢东苑幼儿园
190,7982.0,杭州市西湖区九莲幼儿园,杭州市九莲新村1号,120.1287813,30.2799068,杭州市,西湖区,翠苑街道,幼儿园,330106.0,学前教育,,01010000208A11000050ACCAF33D085E4080BFC6F8A7473E40,120.12879,30.27989,杭州市西湖区九莲新村1号杭州市西湖区九莲幼儿园
191,8021.0,杭州市余杭实验中学,浙江省杭州市余杭区临平街道上环桥社区,120.26892,30.421411,杭州市,余杭区,临平街道,高级中学,330110.0,中等教育,,01010000208A110000604F3BFC35115E40B02C5F97E16B3E40,120.26892,30.421411,杭州市临平区星光街121号杭州市余杭实验中学
192,8039.0,义乌市福田新塘下幼儿园,义乌市福田新塘下村,120.131748,29.344032,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A11000010D4298F6E085E4010C72C7B12583D40,120.131836,29.34404,金华市义乌市稠城街道下骆宅新塘下幼儿园
193,8062.0,浙江工业大学附属实验学校,杭州市西湖区留下街道杨梅山路388号,120.0516205,30.23550731,杭州市,西湖区,留下街道,九年一贯制学校,330106.0,中等教育,,01010000208A11000068D93DC04D035E40B088F5344A3C3E40,120.051621,30.235507,杭州市西湖区杨梅山路388号浙江工业大学附属实验学校
194,8073.0,义乌市赤岸镇毛店小学,浙江省金华市赤岸镇毛店镇前巷35号,119.9966693,29.10018607,金华市,义乌市,赤岸镇,小学,330782.0,初等教育,,01010000208A110000D8CF036EC9FF5D4020FC44CBA5193D40,119.99666,29.10019,金华市义乌市毛店村毛店小学
195,8092.0,杭州市西湖区留下幼儿园,杭州市西湖区留下街道安乐街33号,120.0528206,30.24370706,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A110000B0E1826961035E40B0FA1196633E3E40,120.05283,30.24365,杭州市西湖区杭州市西湖区留下幼儿园
196,8138.0,义乌市赤岸博才幼儿园,义乌市赤岸镇双峰路1号,120.029626,29.148322,金华市,义乌市,赤岸镇,幼儿园,330782.0,学前教育,,01010000208A11000020477364E5015E4000473B6EF8253D40,120.02968,29.14836,金华市义乌市双峰路1号博才幼儿园
197,8182.0,义乌市绣湖幼儿园,浙江省金华市义乌市北苑街道建设二区68幢,120.0645951,29.31528163,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000B0FA745322045E4030E1014CB6503D40,120.064603,29.31528,金华市义乌市建设二村68绣湖幼儿园
198,8202.0,义乌市江东中心幼儿园,义乌市江南四区55栋1号,120.070165,29.285281,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000B81457957D045E40902BF52C08493D40,120.070042,29.285183,金华市义乌市江南四区55幢义乌市江东中心幼儿园
199,8208.0,义乌市新科花园幼儿园,义乌市稠江街道新科花园B区5幢,120.031267,29.291203,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000689C4D4700025E40407FA1478C4A3D40,120.03133,29.29136,金华市义乌市新科路新科花园B区5幢新世纪幼教集团新科幼儿园
200,8216.0,杭州市西湖区龙坞幼儿园,杭州市西湖区葛衙庄社区30号,120.0515405,30.18560683,杭州市,西湖区,转塘街道,幼儿园,330106.0,学前教育,,01010000208A11000030A54E704C035E40B0F1F1ED832F3E40,120.05155,30.18555,杭州市西湖区葛衙庄30龙坞幼儿园
201,8267.0,浙江师范大学附属义乌小学,浙江省义乌市稠江街道西江路500号,120.05091,29.283272,金华市,义乌市,稠江街道,小学,330782.0,初等教育,,01010000208A1100008842041C42035E4060DF878384483D40,120.05075,29.28328,金华市义乌市西江路500号浙江师范大学附属义乌小学
202,8297.0,义乌市稠江街道金村幼儿园,义乌市稠江街道中金村376号,120.003979,29.250015,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000B8B7223141005E407082A8FB00403D40,120.00409,29.2500900000001,金华市义乌市金村幼儿园
203,8316.0,宁波市海曙区阳光艺术幼儿园,宁波市海曙区徐家漕路136-1号,121.495537,29.886138,宁波市,海曙区,望春街道,幼儿园,330203.0,学前教育,,01010000208A110000503DD2E0B65F5E4030BEA1F0D9E23D40,121.49557,29.88632,宁波市海曙区徐家漕路136号-1阳光艺术幼儿园
204,8341.0,义乌市稠江街道艺星幼儿园,义乌市稠江街道童店二区63幢,120.043225,29.286016,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000A857CA32C4025E400022365838493D40,120.043084,29.286141,金华市义乌市童店二区63幢艺星幼儿园精品园
205,8364.0,余杭区杭州二中树兰实验学校,余杭区临平星光街1号,120.264045,30.418665,杭州市,余杭区,临平街道,九年一贯制学校,330110.0,中等教育,,01010000208A11000008EBFF1CE6105E40D0FA22A12D6B3E40,120.264045,30.418665,杭州市临平区星光街1号余杭区杭州二中树兰实验学校
206,8402.0,义乌市江东第一小学,义乌市江东中路367号,120.086532,29.298874,金华市,义乌市,江东街道,小学,330782.0,初等教育,,01010000208A110000B08383BD89055E40F09FA701834C3D40,120.08649,29.29895,金华市义乌市江东中路367义乌市江东第一小学
207,8427.0,义乌市机关实验幼儿园,义乌市稠城街道江滨社区民主路202号,120.067755,29.298176,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A1100000049111956045E40C0732843554C3D40,120.0677,29.29822,金华市义乌市稠州中路408号西北方向97米义乌市机关实验幼儿园
208,8450.0,义乌市江东优凯幼儿园,浙江省义乌市下朱A区36幢,120.121497,29.321392,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000F8635A9BC6075E40303201BF46523D40,120.12167,29.3213,金华市义乌市下朱A区38优凯国际幼儿园
209,8469.0,义乌市佛堂镇江南街幼儿园,佛堂镇江南街村内,120.04325,29.238003,金华市,义乌市,佛堂镇,幼儿园,,学前教育,,01010000208A11000050E3A59BC4025E409059BDC3ED3C3D40,120.04328,29.23784,金华市义乌市佛堂镇江南街村江南街幼儿园
210,8489.0,义乌市义亭镇杭畴小学,义乌市义亭镇缸窑村北30号,119.957512,29.192997,金华市,义乌市,义亭镇,小学,330782.0,初等教育,,01010000208A110000C06169E047FD5D40E0395B4068313D40,119.95763,29.19322,金华市义乌市缸窖村北8东北方向65米义亭镇杭畴小学
211,8513.0,杭州市古荡第一小学,浙江省杭州市西湖区益乐路6-1号,120.1118011,30.2765079,杭州市,西湖区,古荡街道,小学,330106.0,初等教育,,01010000208A1100009883E2BF27075E4000C4D438C9463E40,120.11181,30.27651,杭州市西湖区益乐路6-1杭州市古荡第一小学
212,8540.0,义乌市江东街道下王幼儿园,义乌市江东街道东洲路237号,120.116758,29.313703,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000F8E28BF678075E4030A8FDD64E503D40,120.11672,29.31379,金华市义乌市东洲路237下王幼儿园
213,8542.0,义乌市苏溪信达幼儿园,义乌市苏溪镇工业园区月白塘社区2幢,120.130863,29.395064,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A1100006850340F60085E40B0D30FEA22653D40,120.1307,29.39492,金华市义乌市月白塘村信达幼儿园苏溪园
214,8546.0,义乌市城西双馨幼儿园,浙江省义乌市城西街道求真路660号,119.976996,29.300907,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A110000A8143B1A87FE5D403023BC3D084D3D40,119.97691,29.30096,金华市义乌市万商华府北81号东南方向39米双馨幼儿园
215,8561.0,义乌市江东街道商博幼儿园,义乌市江东街道下朱新村B区4幢,120.118327,29.318012,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000F8CE68AB92075E4050BC033C69513D40,120.11842,29.31809,金华市义乌市下朱B区4幢商博幼儿园
216,8583.0,杭州市余杭区启蒙铭苑幼儿园,余杭区五常街道横板桥碧水铭苑小区内,120.022244,30.251262,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A110000102219726C015E4040BAD8B452403E40,120.02227,30.25135,杭州市余杭区横板桥社区联胜路江南水乡启蒙铭苑幼儿园
217,8608.0,义乌市赤岸镇尚阳小学,浙江省义乌市赤岸镇尚阳村,119.962624,29.097392,金华市,义乌市,赤岸镇,小学,330782.0,初等教育,,01010000208A1100001096B1A19BFD5D4060E49EAEEE183D40,119.96255,29.09752,金华市义乌市赤岸镇尚阳小学
218,8615.0,宁波市海曙区致和学校,海曙区环城西路南段32号,121.517619,29.878709,宁波市,海曙区,白云街道,九年一贯制学校,330203.0,中等教育,,01010000208A110000703271AB20615E4070B3B112F3E03D40,121.51775,29.87872,宁波市海曙区环城西路南段32号宁波市海曙区社区学院
219,8622.0,宁波市孙文英小学,宁波市布政巷20号,121.531667,29.879699,宁波市,海曙区,西门街道,小学,330203.0,初等教育,,01010000208A110000305706D506625E40F05223F433E13D40,121.53173,29.87977,宁波市海曙区布政巷20孙文英小学
220,8658.0,义乌市福田荷叶塘幼儿园,义乌市福田荷叶塘听涛南路9号,120.113515,29.372844,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000C0266BD443075E40808252B4725F3D40,120.11348,29.37282,金华市义乌市听涛南路9号义乌市荷叶塘幼儿园
221,8694.0,义乌市苏溪镇花厅幼儿班,义乌市苏溪镇花厅村,120.152176,29.418173,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A11000020CF6740BD095E400012BF620D6B3D40,120.15223,29.41829,金华市义乌市苏溪花厅花厅幼儿园
222,8700.0,义乌市赤岸镇赤岸小学,义乌市赤岸镇文化路53号,120.033386,29.147442,金华市,义乌市,赤岸镇,小学,330782.0,初等教育,,01010000208A110000388908FF22025E40900E48C2BE253D40,120.033383,29.147287,金华市义乌市文化路53正西方向171米义乌市赤岸镇赤岸小学
223,8829.0,德清县第二实验幼儿园,浙江省湖州市德清县武康街道营盘小区125幢,119.9618309,30.53240746,湖州市,德清县,武康街道,幼儿园,330521.0,学前教育,,01010000208A110000B08DFFA28EFD5D40308DF0DA4B883E40,119.96177,30.53249,湖州市德清县营盘小区125德清县第二实验幼儿园
224,8890.0,义乌市江东中学,义乌市江东街道东洲路36号,120.1038956,29.30759187,金华市,义乌市,江东街道,初级中学,330782.0,中等教育,,01010000208A11000028248239A6065E40E0754257BE4E3D40,120.103791,29.307331,金华市义乌市江东东路2号正西方向154米义乌市江东中学
225,8917.0,杭州市余杭区闲林中心幼儿园,闲林街道方家山路131号,119.977385,30.223024,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A11000078A6D0798DFE5D402039D21918393E40,119.9775,30.22303,杭州市余杭区闲林中心幼儿园
226,8941.0,义乌市北苑街道开心幼儿园,浙江省金华市义乌市北苑街道星火喻宅35幢,120.042715,29.319237,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A1100002003B2D7BB025E4050AC1A84B9513D40,120.0426,29.3193000000001,金华市义乌市四季四区37幢开心幼儿园
227,8962.0,义乌市福田下朱幼儿园,义乌市福田江北下朱72幢,120.127634,29.33171,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000E0F6CB272B085E4090C151F2EA543D40,120.12765,29.33164,金华市义乌市江北下朱72幢福田下朱艺馨幼儿园
228,8974.0,义乌市稠城街道安心幼儿园,义乌市稠城街道赵宅2区11栋5号,120.091097,29.319951,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000E0F08288D4055E409052094FE8513D40,120.091111,29.319973,金华市义乌市赵宅二区11幢3~5号安心幼儿园
229,8978.0,义乌市上溪贝贝幼儿园,义乌市上溪镇上塘自然村5幢,119.927203,29.276086,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A1100003070404B57FB5D4030E27492AD463D40,119.92715,29.2761,金华市义乌市上溪上塘村5幢贝贝幼儿园
230,8984.0,杭州师范大学附属中学,杭州市西湖区三墩镇振华路5号,120.0801722,30.31924391,杭州市,西湖区,三墩镇,高级中学,330106.0,中等教育,,01010000208A110000D86EC28A21055E40A0B7F7F7B9513E40,120.08024,30.31915,杭州市西湖区振华路5杭州师范大学附属中学
231,9038.0,义乌市稠州幼儿园,浙江省义乌市稠州幼儿园稠城街道通惠社区居委会,120.0716852,29.31121165,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000382E827D96045E40D0FF0591AB4F3D40,120.07172,29.31122,金华市义乌市通惠门路16义乌市稠州幼儿园
232,9058.0,义乌市苏溪镇后山坞幼儿园,义乌市苏溪镇里宅村,120.137203,29.391619,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A110000707A17EFC7085E40007E8D2441643D40,120.137246,29.391599,金华市义乌市里宅8幢苏溪镇后山坞幼儿园
233,9146.0,义乌市东洲小学,浙江省义乌市东洲路122号,120.112613,29.31147,金华市,义乌市,江东街道,小学,330782.0,初等教育,,01010000208A110000B006280D35075E4060AF777FBC4F3D40,120.11265,29.31153,金华市义乌市东洲路122东洲小学
234,9184.0,义乌市江滨小学,义乌市稠城街道荷园路62号,120.067284,29.296637,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A110000D0E28C614E045E4090C80567F04B3D40,120.067283,29.296719,金华市义乌市荷园路62号江滨小学
235,9193.0,义乌市大陈镇云溪小学,浙江省义乌市大陈镇楂林二村云溪东路195号,120.1445946,29.4781639,金华市,义乌市,大陈镇,小学,330782.0,初等教育,,01010000208A11000078B39A0941095E40C0CE19F3687A3D40,120.1446,29.47816,金华市义乌市楂林二村义乌市大陈镇云溪小学
236,9195.0,义乌市福田阳光幼儿园,义乌市福田街道宗宅B区31栋,120.112334,29.363945,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000A80EF27A30075E40F08AE07F2B5D3D40,120.11223,29.36398,金华市义乌市下沈90号正北方向49米稠城阳光幼儿园
237,9232.0,德清县第三中学,浙江省湖州市德清县新市镇新千路300号,120.2734932,30.62680659,湖州市,德清县,新市镇,高级中学,330521.0,中等教育,,01010000208A110000E81F9BE980115E4020AC886576A03E40,120.273599,30.626771,湖州市德清县新千路300浙江省德清县第三中学
238,9338.0,杭州市余杭区乔司第一幼儿园,杭州市余杭区乔司街道新社区,120.287547,30.355525,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A1100000844882B67125E4010E9B7AF035B3E40,120.28754,30.35552,杭州市临平区乔莫东路88乔司第一幼儿园
239,9367.0,杭州市西湖区大禹路幼儿园,杭州市西湖区大禹路和大公路交叉口,120.0760081,30.33491529,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A110000A0D30351DD045E40702F2502BD553E40,120.07606,30.33481,杭州市西湖区颐景园曲水苑对面大禹路和大公路交叉口大禹路幼儿园
240,9407.0,宁波市海曙区高桥镇望春幼儿园,宁波市海曙区高桥镇长乐新村长兴路8弄10号,121.497744,29.890409,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000F071A609DB5F5E4060101FD8F1E33D40,121.49775,29.89041,宁波市海曙区长兴路8弄10望春幼儿园
241,9427.0,浙江师范大学杭州幼儿师范学院附属义乌幼儿园,浙江省金华市义乌市北苑街道北苑路140号,120.044877,29.323261,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000F0D5C743DF025E4080129F3BC1523D40,120.04499,29.32334,金华市义乌市北苑路140号浙江师范大学杭州幼儿师范学院附属义乌幼儿园
242,9447.0,宁波市海曙区南雅音乐幼儿园,南雅街22号,121.520971,29.864933,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000088CABF9657615E40303BC43F6CDD3D40,121.52093,29.86486,宁波市海曙区南雅街22南雅音乐幼儿园
243,9469.0,义乌市官塘小学,浙江省义乌市稠江街道象山村昌盛路189号,120.000615,29.271623,金华市,义乌市,稠江街道,小学,330782.0,初等教育,,01010000208A110000C8387F130A005E4060D7BD1589453D40,120.000632,29.271579,金华市义乌市昌盛路189号义乌市官塘小学
244,9479.0,杭州市余杭区云会中心小学,浙江省杭州市余杭区仁和街道西南山北路66号,120.085288,30.422586,杭州市,余杭区,仁和街道,小学,330110.0,初等教育,,01010000208A11000070AFCC5B75055E4060BF99982E6C3E40,120.08525,30.42253,杭州市余杭区西南山北路66号云会中心小学
245,9529.0,杭州市余杭区曙光幼儿园,杭州市余杭区崇贤镇崇杭街111号,120.175334,30.384579,杭州市,余杭区,崇贤街道,幼儿园,330110.0,学前教育,,01010000208A11000020F818AC380B5E4070BAF3C473623E40,120.1755,30.38457,杭州市临平区崇贤镇崇贤一小对面111号曙光幼儿园
246,9573.0,义乌市第二中学,浙江省义乌市江东中路301号,120.08541,29.300532,金华市,义乌市,江东街道,高级中学,330782.0,中等教育,,01010000208A1100001830815B77055E40C06647AAEF4C3D40,120.08526,29.30044,金华市义乌市江东中路301号义乌市第二中学
247,9618.0,杭州市丰潭中学,杭州市西湖区古荡新村西81号,120.1072629,30.2754273,杭州市,西湖区,古荡街道,初级中学,330106.0,中等教育,,01010000208A11000078732F65DD065E40E0BE3C6782463E40,120.10728,30.2752,杭州市西湖区丰潭路2号杭州丰潭中学
248,9708.0,义乌市苏溪镇童星幼儿园,义乌市苏溪镇上西陶村,120.11853,29.38577,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A1100001066DAFE95075E4020C79DD2C1623D40,120.11856,29.38575,金华市义乌市上西陶村委会童星幼儿园
249,9711.0,义乌市义亭镇初级中学,义乌市义亭镇稠义西路2号,119.9642047,29.24131008,金华市,义乌市,义亭镇,初级中学,330782.0,中等教育,,01010000208A110000E8799587B5FD5D4090CB557FC63D3D40,119.96421,29.24131,金华市义乌市义亭镇镇中对面(义亭铜溪小区4号楼)正南方向111米义乌市义亭镇初级中学
250,9760.0,德清县雷甸镇中心小学,浙江省湖州市德清县雷甸镇雷甸村委会,120.1373011,30.52770523,湖州市,德清县,雷甸镇,小学,330521.0,初等教育,,01010000208A110000C8ED758AC9085E40C012A5B017873E40,120.13731,30.52768,湖州市德清县雷甸村德清公安雷甸镇中心小学警务站
251,9767.0,义乌市义亭镇畈田朱小学,浙江省义乌市义亭镇车路村531号,119.9292981,29.21427659,金华市,义乌市,义亭镇,小学,330782.0,初等教育,,01010000208A110000E070E19E79FB5D40B0A4A6D4DA363D40,119.92929,29.21428,金华市义乌市义亭镇畈田朱小学
252,9815.0,义乌市北苑童之梦幼儿园,浙江省金华市义乌市北苑街道拥军五区33幢,120.03683,29.326565,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000C060376C5B025E40B0048BC399533D40,120.036753,29.326632,金华市义乌市拥军五区33幢童之梦幼儿园
253,9817.0,义乌市苏溪镇第四小学,浙江省义乌市苏溪镇杨梅岗村128号,120.130305,29.403904,金华市,义乌市,苏溪镇,小学,330782.0,初等教育,,01010000208A1100005860C8EA56085E4040B9A64066673D40,120.13034,29.40414,金华市义乌市杨梅岗村义乌市苏溪镇第四小学
254,9856.0,杭州市余杭区美好晨星幼儿园,杭州市余杭区瓶窑镇溪东路68号,119.966197,30.370899,杭州市,余杭区,瓶窑镇,幼儿园,330110.0,学前教育,,01010000208A110000901FF12BD6FD5D40801EA33CF35E3E40,119.96616,30.3709900000001,杭州市余杭区美好晨星幼儿园
255,9867.0,义乌市福田小天鹅幼儿园,义乌市福田长春二区33幢1号,120.092373,29.333759,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A11000020827170E9055E40E0BED53A71553D40,120.09228,29.33388,金华市义乌市长春二区33幢1小天鹅幼儿园
256,9871.0,杭州市余杭区安吉路良渚实验学校,杭州市余杭区良渚文化村劝学里,120.012874,30.35259,杭州市,余杭区,良渚街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000003E78EDD2005E4090E59656435A3E40,120.0127,30.3526000000001,杭州市余杭区安吉路良渚学校自行车租赁点
257,9895.0,义乌市稠江街道新世纪幼儿园,义乌市稠江街道城店路180号,120.051974,29.297962,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000808FC18A53035E406073D53C474C3D40,120.05188,29.29801,金华市义乌市城店路180号新世纪幼儿园
258,9934.0,义乌市上溪镇溪华小学,浙江省金华市义乌市上溪镇溪华小学村委会,119.895156,29.315236,金华市,义乌市,上溪镇,小学,330782.0,初等教育,,01010000208A1100006034643C4AF95D40A085764EB3503D40,119.89526,29.315357,金华市义乌市上溪镇溪华村义乌市上溪镇溪华小学
259,10002.0,义乌市稠城街道希星幼儿园,义乌市化工路孝子祠29幢1号,120.079225,29.315895,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000A001BC0512055E4050F8A57EDE503D40,120.0792,29.31592,金华市义乌市孝子祠29幢1希星幼儿园
